task_id,task_type,machine_model,weather,operator_skill,machine_age,power_mode,engine_rpm,hydraulic_response,assist_tech_enabled,payload_target_pct,dig_priority,stabilizer_stance,rimpull_control,blade_angle,working_gear,tool_flow_rate,duty_cycle_pct,completion_time_min,fuel_burn_rate_lph,machine_stress_score,is_anchor
T001,Earth Excavation,CAT-320,Sunny,Expert,2,Smart,1850,Quick,1,95.0,Balanced,None,None,None,None,None,85.0,57.922696906037196,16.9,22.2,1
T001,Earth Excavation,CAT-320,Sunny,Expert,2,Smart,1850,Quick,1,95.0,Balanced,None,None,None,None,None,85.0,57.88020644053868,16.8,20.5,1
T001,Earth Excavation,CAT-320,Sunny,Expert,2,Smart,1850,Quick,1,95.0,Balanced,None,None,None,None,None,85.0,57.70094834397983,17.0,22.5,1
T001,Earth Excavation,CAT-320,Sunny,Expert,2,Smart,1850,Quick,1,95.0,Balanced,None,None,None,None,None,85.0,57.98199746960492,17.0,21.7,1
T001,Earth Excavation,CAT-320,Sunny,Expert,2,Smart,1850,Quick,1,95.0,Balanced,None,None,None,None,None,85.0,57.83872006134872,16.9,22.6,1
T001,Earth Excavation,CAT-320,Sunny,Expert,2,Smart,1850,Quick,1,95.0,Balanced,None,None,None,None,None,85.0,57.99104349022251,17.1,19.3,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.2054756260938,16.8,27.6,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.02294019413388,16.5,27.6,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.08927814287793,17.1,27.4,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.7978765992767,16.8,28.5,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.08218777741492,16.8,28.2,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.02426938733701,17.0,27.2,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.91808446335055,16.8,26.6,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.07403006926614,16.9,27.8,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.94135321665621,16.6,27.5,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.91432137086831,16.7,27.7,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.10101271420363,17.1,27.9,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.06438759768069,16.8,26.3,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.9933715311377,16.8,29.8,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.95190975880472,16.9,27.8,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.70783049059511,17.0,28.4,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.19775798676076,16.7,28.9,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.64953723430193,16.9,29.6,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.75236591871733,16.7,27.9,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.87413108647095,16.6,27.9,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.73442407156847,16.9,27.1,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.38748360125439,16.7,27.5,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.20337930434242,16.6,28.0,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.32678568857061,16.6,27.9,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,72.0649706985621,16.9,26.8,1
EX02,Earth Excavation,CAT-320,Sunny,Intermediate,4,Smart,1800,Medium,1,90.0,Boom Power,None,None,None,None,None,85.0,71.66988584672893,16.9,28.0,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.062623212586466,16.9,24.1,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.05806342429025,16.9,24.0,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.46644362778619,16.9,23.6,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.16413840215846,16.7,25.2,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.28964889475185,16.7,25.4,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.10319523173413,17.0,26.1,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,54.938652970999286,16.7,23.9,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,54.79604742875864,16.8,24.9,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.06917269983251,17.0,24.6,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.36338351928933,16.8,26.8,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.156416836941254,16.7,23.7,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.1206181038108,16.8,25.2,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.11830940614339,16.8,23.9,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,54.62128819382853,16.8,25.3,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.05352343603255,16.6,24.7,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.09632934493221,16.7,24.7,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.0145521796115,16.7,24.9,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.140196131592056,17.0,25.4,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,54.65558265801073,16.7,25.0,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.128446487728056,16.9,27.7,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.142722627673294,17.0,25.4,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.16284781282645,16.8,25.2,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,54.80679369636561,16.8,24.2,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.02046853484658,17.2,23.1,1
EX03,Earth Excavation,CAT-320,Rainy,Intermediate,3,Eco,1650,Medium,1,85.0,Balanced,None,None,None,None,None,85.0,55.17156504759363,16.6,24.2,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.272237649241845,16.8,17.3,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.82117407268501,16.9,17.6,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.054114647395494,16.8,17.7,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.53598602233133,16.9,16.6,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.04661357869236,16.7,18.9,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.801869815391825,16.8,18.6,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.216438798542534,16.6,17.9,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.88126367220976,16.7,19.6,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.10124542774024,16.6,18.9,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.53053904925316,17.0,17.0,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.878941481783436,17.0,17.6,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.11095485703656,16.9,17.5,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.98511866098455,16.3,17.4,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.93685796215171,16.6,19.5,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.64246465550984,16.8,18.3,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.36031832226653,16.6,19.1,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.0025582652549,16.7,18.6,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.04976492389337,16.7,18.3,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.90367160078456,16.8,18.7,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.39650420403634,16.6,19.9,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.511978050119374,16.8,18.7,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.070247966933756,16.7,18.0,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,37.876749766335294,16.7,18.9,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.08925387149126,16.7,18.9,1
EX04,Earth Excavation,CAT-320,Cloudy,Beginner,1,Smart,1750,Quick,1,95.0,Swing Priority,None,None,None,None,None,85.0,38.07682488021915,17.0,18.7,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.79275124726948,16.7,34.8,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.15259256635836,16.8,34.3,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.3194162239471,16.7,34.6,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.94945183689153,16.8,35.1,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.206354087247,17.0,35.2,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.00525096040819,16.9,34.0,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.0810415881221,16.8,34.3,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.14878925635922,16.7,35.9,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.74849565462507,16.6,35.1,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.19791567349074,16.9,34.7,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.99693830678827,16.7,34.3,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.83070957212198,17.0,34.1,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.79362570080187,16.8,34.5,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.859068861799,16.7,34.4,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.06124164277718,16.8,33.8,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.05801248433941,16.6,33.1,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.8203889446869,16.8,34.4,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.36883905423738,17.0,34.1,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.99524594802433,16.7,34.2,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.92783534026997,16.9,33.5,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.1298366285603,17.1,34.1,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.10042793052473,16.9,33.9,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.05602312045261,16.8,34.3,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,87.80674755403614,16.8,34.6,1
EX05,Earth Excavation,CAT-320,Windy,Expert,6,Smart,1700,Medium,1,85.0,Boom Power,None,None,None,None,None,85.0,88.36278590194875,17.0,35.9,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.808163109277984,9.5,27.9,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.547450733304416,9.3,27.1,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.85015183863899,9.1,27.4,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.81021683461157,9.4,28.1,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.46904270980397,9.5,27.3,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.77539633216291,9.5,26.7,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.45786469146359,9.6,27.4,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.571716367727284,9.6,27.7,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.309454077993365,9.1,27.3,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.00131092492955,9.4,27.4,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.15571248308687,9.2,27.7,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.03007390792798,9.5,28.4,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.71883947704053,9.2,28.8,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.0830785029949,9.3,29.0,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.02891865857322,9.6,27.9,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.515186981220495,9.6,27.6,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.242892737738586,9.5,28.9,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.75876913485497,9.5,28.6,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.56031512839422,9.2,26.2,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.93264829138886,9.5,29.0,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,52.018523695104946,9.6,26.7,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.57415439016121,9.4,28.1,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.99182631297648,9.1,27.7,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.673882624873784,9.5,28.1,1
T002,Trenching,CAT-420,Rainy,Intermediate,4,Eco,1650,Fine,1,80.0,None,Soft Ground,None,None,None,None,85.0,51.76503005341816,9.3,27.0,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,32.98433022568171,9.5,20.6,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,33.12601162887946,9.3,20.8,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,32.97324241001136,9.2,21.0,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,32.70053052685279,9.7,21.4,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,32.825068623001854,9.4,21.3,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,32.944757600116695,9.5,22.0,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,32.86737471309737,9.3,21.2,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,32.424519708816106,9.2,22.5,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,33.41124192837532,9.3,21.9,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,33.07781253863588,9.8,22.3,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,32.96802060212981,9.2,20.1,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,33.050865908966806,9.3,20.3,1
TR02,Trenching,CAT-420,Sunny,Expert,2,Eco,1550,Fine,1,85.0,None,Standard,None,None,None,None,85.0,32.83835677893937,9.2,22.7,1
